long,lat,coord_x,coord_y
-58.459644501599996,-34.6643454073, FRANCISCO," Gral. Av."""
-58.4595766342,-34.6645445322, FRANCISCO," Gral. Av."""
-58.4595390021,-34.6643516245, FRANCISCO," Gral. Av."""
-58.4594637158,-34.664544529299995, FRANCISCO," Gral. Av."""
-58.4594637233,-34.6643516225, FRANCISCO," Gral. Av."""
-58.4593884428,-34.6643951598, FRANCISCO," Gral. Av."""
-58.4593432701,-34.6645320863, FRANCISCO," Gral. Av."""
-58.4593282171,-34.6644635769, FRANCISCO," Gral. Av."""
-58.463759928900004,-34.6621340439, FRANCISCO," Gral. Av."""
-58.4636219208,-34.662057964, FRANCISCO," Gral. Av."""
-58.4651116784,-34.6635554054, FRANCISCO," Gral. Av."""
-58.465004433199994,-34.6635081723, FRANCISCO," Gral. Av."""
-58.4649400643,-34.6634786065, FRANCISCO," Gral. Av."""
-58.464782630900004,-34.6633071566, FRANCISCO," Gral. Av."""
-58.4655982674,-34.663824382600005, FRANCISCO," Gral. Av."""
-58.4654623237,-34.6636322902, FRANCISCO," Gral. Av."""
-58.4654515282,-34.6637889596, FRANCISCO," Gral. Av."""
-58.4654050487,-34.6636854761, FRANCISCO," Gral. Av."""
-58.465401450200005,-34.6637416355, FRANCISCO," Gral. Av."""
-58.456352296700004,-34.6659730887, FRANCISCO," Gral. Av."""
-58.4563276375,-34.6660026545, FRANCISCO," Gral. Av."""
-58.4562869425,-34.6660026523, FRANCISCO," Gral. Av."""
-58.45627582,-34.6659262102, FRANCISCO," Gral. Av."""
-58.4562536695,-34.665963889000004, FRANCISCO," Gral. Av."""
-58.458876881,-34.6666284458, FRANCISCO," Gral. Av."""
-58.458848513199996,-34.6666518822, FRANCISCO," Gral. Av."""
-58.458846115600004,-34.666595813, FRANCISCO," Gral. Av."""
-58.4587930891,-34.666651880500005, FRANCISCO," Gral. Av."""
-58.4611891853,-34.6615120498, FRANCISCO," Gral. Av."""
-58.4611751109,-34.6615711837, FRANCISCO," Gral. Av."""
-58.461134420200004,-34.6614563405, FRANCISCO," Gral. Av."""
-58.461102126899995,-34.6615051077, FRANCISCO," Gral. Av."""
-58.4610951437,-34.661559554200004, FRANCISCO," Gral. Av."""
-58.4610866329,-34.661628063, FRANCISCO," Gral. Av."""
-58.4610164854,-34.6615688379, FRANCISCO," Gral. Av."""
-58.455836245600004,-34.6831662533, AV. - ROCA, CNEL.
-58.4557813355,-34.683413512600005, AV. - ROCA, CNEL.
